itemid,Category
1633029796,3
1634370234,32
1634979424,18
1639183232,3
1639728468,31
1641420402,34
1643023910,25
1643026100,25
1643902879,32
1643953196,5
1644011317,22
1644807643,5
1644807888,31
1647438048,32
1647459400,1
1649094264,25
1649746647,41
1649988478,4
1650061528,26
1650191595,31
1650191625,27
1652117067,3
1655504829,1
1656389504,31
1658356980,31
1659699778,26
1660282818,22
1662442867,22
1664901784,42
1664951059,26
1664990154,32
1666085614,41
1667980361,34
1673504254,27
1673885521,27
1674415856,3
1675465637,4
1678585099,41
1680322991,35
1680599826,31
1680678096,3
1680712876,32
1681377264,31
1683225459,32
1683385613,22
1683933782,25
1683961899,34
1684331978,25
1687110861,32
1687520060,4
1687653957,3
1689014946,22
1689996469,27
1690217823,32
1691778146,4
1694053327,22
1694849669,19
1695237561,41
1695245639,35
1695409196,31
1697245502,22
1697655732,4
1698254675,3
1698884042,27
1698993321,32
1700304341,35
1700451407,5
1700451549,5
1700561546,35
1700674953,4
1705572772,32
1707578850,4
1707609863,19
1707727163,25
1707847856,3
1707866893,32
1709600760,32
1711651882,3
1712183157,18
1712928406,25
1713087944,27
1713220675,32
1713877294,25
1714039574,26
1715023964,3
1717282969,35
1717436798,31
1717895549,5
1721909212,42
1725761063,32
1726443712,3
1727011715,26
1728257798,2
1730942710,27
1733145798,3
1733398077,3
1733937305,12
1736746106,26
1737565400,31
1738569940,3
1739915828,26
1739985828,27
1741554196,41
1741839362,31
1743516543,31
1743721052,18
1743722707,42
1743723091,27
1743846477,4
1744092388,42
1744918262,35
1746897634,3
1747027226,26
1747489956,27
1747514587,32
1747873334,42
1752615232,31
1757018945,3
1758450569,35
1760352554,18
1760531320,26
1761157081,32
1761195729,41
1761215263,25
1761694148,27
1762395090,32
1762410706,42
1762411792,32
1762559096,27
1764250651,18
1765235652,35
1766241132,35
1768221407,7
1768991129,3
1770139302,3
1770345810,32
1770988728,31
1771280312,43
1771443333,22
1771544114,3
1771549853,4
1771601027,32
1775537697,35
1775816512,3
1776149389,31
1776415714,25
1776415849,41
1776494086,31
1777521178,31
1778911305,1
1779129191,1
1780745699,41
1781373051,26
1781866096,27
1782049798,18
1782846354,3
1784051780,4
1784119581,3
1784308248,7
1787494454,25
1787856575,3
1789178747,41
1790444490,2
1790994814,3
1791838888,32
1792976695,1
1793725230,31
1794481566,31
1795274067,25
1797881688,34
1798678159,31
1800203633,3
1800782576,32
1801248622,3
1802443126,31
1803345492,4
1803769305,5
1804011106,1
1804605354,32
1806068242,3
1806507588,27
1808291118,26
1808543205,19
1808598946,5
1808607399,32
1808617784,31
1810263025,31
1812898078,25
1813025951,26
1813248434,42
1815276473,35
1815421195,27
1816263437,34
1816798469,31
1817212705,31
1817818155,21
1817956523,22
1818118698,1
1819978993,4
1820535409,32
1820623145,31
1820750687,18
1821035975,5
1821280607,35
1821296667,7
1821854964,18
1822158136,4
1822320561,42
1822633840,26
1824927211,41
1825470586,35
1825505289,22
1825589878,26
1827967586,5
1828126687,2
1829143332,1
1829236588,42
1338999,1
14311342,3
14816213,32
15733120,2
15931349,4
20777106,1
27466835,32
36123643,31
36259969,4
37315321,27
41327933,27
51733821,5
58928030,26
59822123,1
62028174,32
63940983,3
70827585,3
81855465,18
101217443,31
126142318,31
130685655,32
134384965,18
139485154,4
154589080,31
158485592,2
164123779,4
167875847,41
168556116,27
168927094,31
169039393,35
176185483,2
179013373,32
188252241,35
198155925,19
204026146,3
214989264,32
223604048,4
232457675,4
255438983,42
255446752,4
264335322,37
269549908,19
276154472,31
295382258,18
300190558,2
314223883,4
317072263,20
321870255,4
341162764,27
376743378,4
382005448,31
382952579,3
391422499,22
402170688,3
404463060,4
455763747,32
458343049,32
467590433,22
472915188,18
474057120,18
475600965,3
478853046,32
484140943,12
487114587,31
505406189,31
514338516,41
519550795,22
526356637,31
564315596,35
565298762,28
565626351,31
575788808,32
580151022,26
580436028,31
580658974,3
589099590,31
606728387,1
616748704,2
618349682,3
625524272,3
629881569,32
636050814,3
637020423,41
667399715,31
667402735,2
670883148,27
672598894,35
680067050,4
683938315,27
699301977,32
699396968,5
706621534,26
714097833,22
717639336,27
725840502,19
733774884,7
739421788,18
739422983,4
752363303,42
759107938,35
784949141,20
803973585,32
805903005,32
806742983,27
808435916,25
816258750,27
823269886,32
827159688,18
837101277,5
839920830,25
840467336,27
848771549,26
851061681,41
859013751,26
862263174,32
866856036,32
869115328,31
874305260,32
880131067,25
884144484,26
886136454,35
886143664,1
888966277,32
896715816,31
900454219,3
918433410,32
928661337,3
931002351,19
943381460,25
947834846,31
947834847,1
954773013,2
954773077,3
955073083,31
959077467,3
959103393,19
959103861,42
959103886,27
959639998,4
967816106,25
967856689,26
967912548,35
967913663,31
967953872,2
986978851,35
993568210,35
995671946,25
1005102912,32
1006220774,35
1008933104,41
1009707429,3
1021595940,35
1024551308,3
1025734408,27
1028891384,32
1029191443,7
1039518830,26
1039560528,32
1042294772,35
1043282248,25
1046131717,31
1052722872,31
1055943909,32
1056579187,2
1056920833,32
1069118174,3
1073160719,31
1075901425,31
1077428970,41
1081346129,1
1082453860,2
1082978157,32
1083090756,42
1085518724,32
1085762607,32
1091806842,31
1092106979,26
1093331982,3
1093432223,4
1094057690,35
1094716983,18
1094716998,35
1095679184,5
1097732317,27
1098238048,26
1111753690,41
1113671744,22
1116854701,26
1118077780,31
1118753703,27
1124234013,26
1124470964,1
1125191763,26
1125822545,3
1126564704,22
1128453081,31
1129015205,25
1130745161,31
1135055041,32
1136073281,3
1136412972,32
1136697322,31
1136732668,3
1137566306,34
1138169892,1
1139596264,35
1146366882,32
1146682368,31
1147742436,27
1147912993,3
1149302012,4
1150369533,32
1150527552,27
1152613065,18
1155272096,35
1155736353,1
1159495318,3
1160375402,26
1162451561,34
1163502063,31
1163882838,18
1168795777,32
1168825796,4
1170758216,35
1173444647,3
1180793037,42
1182352192,35
1183112639,3
1185853635,27
1186416947,31
1186845753,32
1186849026,35
1189757531,4
1194438924,26
1196800088,5
1206166106,27
1206289045,2
1206753938,32
1208908987,31
1211070907,18
1211367549,35
1211969953,41
1212125870,26
1212189798,32
1213066916,35
1213121530,31
1213301348,18
1213383791,26
1219117579,2
1220536856,27
1226994798,35
1228679602,3
1231352060,34
1231449373,3
1231894388,32
1233031826,32
1233705830,31
1234575744,19
1235003428,1
1236502676,27
1238121405,25
1239696194,1
1240028529,3
1240620055,32
1241595828,42
1242331499,4
1243969961,2
1247706817,27
1251459165,4
1252538418,25
1253024169,26
1258375373,31
1258458500,3
1260069088,27
1260390037,27
1260767018,32
1261077904,42
1261201240,27
1261525891,18
1261608026,18
1261673082,4
1264829653,26
1264913932,26
1265747862,22
1265805646,32
1265816939,27
1265990913,31
1266049528,5
1267280162,20
1268101537,41
1268279287,31
1268407559,25
1268963570,32
1271713823,1
1273281175,19
1273370039,21
1273958067,26
1274168307,26
1277819183,3
1281030614,25
1285736763,32
1292608310,3
1301904527,32
1301980955,32
1306601407,32
1309417887,1
1309473277,26
1309880687,32
1312895665,32
1315087804,41
1315869817,32
1326313559,5
1328840029,3
1333015803,35
1335649293,18
1337202810,3
1337944127,34
1348199216,28
1348583093,27
1349735412,35
1351200601,41
1351427039,34
1351520621,1
1352459478,1
1356951063,31
1357753827,5
1359524619,3
1360885730,32
1362453324,25
1363811957,19
1368573807,41
1371324685,3
1371341394,26
1371360455,25
1371756818,3
1377275602,41
1379500942,3
1381802470,3
1383744167,5
1386999338,35
1387727095,32
1389759838,25
1395980406,27
1401026306,27
1408047519,19
1410085785,18
1411264678,31
1411396461,1
1413791461,32
1415027049,27
1415534026,22
1418632270,25
1419464113,31
1424913012,25
1426822486,35
1428795028,5
1429991379,2
1430653790,26
1430863557,42
1433529957,4
1435877813,25
1436049030,7
1436694829,1
1437708329,25
1437742677,32
1438385483,32
1440259770,32
1443642799,32
1444489290,18
1444507383,22
1449691325,32
1451812942,31
1451891341,25
1452216378,41
1452897815,3
1452900098,34
1453215494,4
1454440313,31
1454896459,3
1454953928,4
1455496309,35
1458929385,18
1459275783,32
1463327324,4
1463411077,35
1464485064,25
1465168569,41
1465177725,26
1465359375,5
1466545231,27
1467157764,3
1468296965,32
1468495925,31
1470687156,25
1470864804,18
1470945211,27
1472108580,27
1472109476,3
1472974578,31
1473084717,32
1473832322,18
1474850519,4
1479825699,19
1480654253,4
1480970433,35
1482370961,7
1482636520,27
1482910510,3
1482913377,26
1482914341,35
1482942913,1
1483082853,25
1483320210,26
1483487171,3
1484197352,12
1484820047,26
1485122366,32
1486782783,32
1490022956,1
1490535604,22
1491956126,32
1493159577,43
1496132460,22
1496220603,26
1496220822,3
1499501318,32
1499533584,42
1499536343,41
1499604539,27
1500181172,41
1500278564,7
1506491294,41
1506594006,31
1506708760,1
1510796225,35
1511597079,35
1512392682,21
1513063523,4
1515584534,4
1515917876,4
1516471889,42
1516798753,3
1518815976,5
1519026004,18
1519073749,42
1519119361,28
1520431092,2
1521277378,28
1523230533,2
1523383568,5
1524288405,35
1525189473,32
1525807356,3
1527026323,27
1532569933,27
1533969909,25
1535320428,35
1536063936,31
1536100246,18
1536467549,1
1536882110,26
1540111611,27
1543077521,3
1544801642,7
1546279995,3
1547347768,41
1548290079,26
1549895157,22
1550487228,4
1550738586,41
1551734482,41
1552112462,3
1552712463,31
1553046769,1
1553047349,42
1553074311,25
1554382338,3
1557446565,21
1558639143,1
1559844982,41
1560282547,3
1563107612,31
1563966448,22
1564607310,18
1565511645,27
1566218184,26
1566443598,4
1567437410,32
1567437991,27
1567952158,35
1568229017,32
1573511764,41
1577217630,32
1579682406,5
1580058085,3
1582030647,25
1584867996,18
1587255199,4
1588161304,4
1590980248,32
1591185360,25
1593008034,41
1594983414,31
1595025877,31
1595891976,27
1599632195,18
1601037785,3
1601099231,12
1601825916,22
1604547234,2
1605489334,42
1607092848,26
1608939800,3
1610206921,31
1610371686,25
1611356424,32
1612665577,26
1613105444,22
1616121115,3
1616981505,3
1618541875,4
1620769946,31
1621362046,26
1621909660,35
1623866456,4
1623987902,25
1624013020,27
1626822638,41
1626822742,18
1626835795,35
1626842388,18
1627134334,32
1627804907,41
1628938045,3
1632601026,41
1636301720,20
1643895857,32
1644478104,3
1644738083,1
1647247273,25
1648399576,18
1648517809,25
1649067325,22
1649789585,41
1649791200,3
1649800579,32
1650543818,18
1651845786,32
1652180869,12
1655123721,32
1655504896,4
1656393536,4
1656996109,4
1662292546,3
1662401613,25
1663058126,4
1664480162,3
1664988156,31
1665418108,34
1666779486,5
1671254932,1
1671601859,25
1674956455,31
1676592274,25
1676662324,35
1677117362,25
1677621175,27
1679456946,32
1680024454,32
1680226776,32
1680364039,25
1680708897,34
1680892823,31
1682014376,31
1682797529,5
1683225500,25
1683225624,26
1683340077,4
1683428336,5
1683432922,18
1683552606,41
1684093778,26
1684175949,31
1686233212,22
1687271010,32
1687936078,32
1688365293,35
1688379135,34
1695240670,20
1695977607,32
1696652667,32
1696682738,31
1697401602,25
1698693123,32
1700598743,26
1700611220,3
1701727772,32
1703697367,26
1703697897,22
1703703065,32
1703719288,3
1704857114,42
1705520038,32
1705691487,31
1706996243,27
1707389869,3
1707465412,42
1707640019,26
1707717349,32
1707748318,3
1708177265,32
1709598120,32
1711498921,27
1712243709,31
1713093341,32
1713135839,32
1714146956,31
1717508781,2
1718997000,3
1720738199,32
1722542332,32
1723737681,3
1724487067,32
1725232498,3
1725242079,1
1728110355,22
1728302849,4
1728512937,26
1729699131,35
1731802392,32
1733380810,25
1734587741,3
1735089273,31
1735838402,27
1736044672,35
1737646671,42
1738545178,19
1738885610,3
1738969439,31
1739461730,20
1739817440,31
1740028817,32
1741744187,3
1742935067,32
1743665871,32
1744031868,5
1744910372,31
1745852738,4
1746211036,4
1746518727,31
1746551481,25
1746645372,3
1746984789,41
1748900442,1
1751989490,4
1752342195,32
1752525292,18
1752615113,32
1752675319,32
1752684836,35
1752996579,41
1753512350,25
1754429370,4
1754446774,31
1755837766,3
1756161829,31
1756614600,5
1758181898,34
1758605932,4
1759548147,19
1759960103,27
1760374636,35
1761019584,4
1761073325,32
1761231896,3
1761986006,25
1762095893,4
1762774383,26
1765224907,31
1767267697,3
1768613035,3
1769062732,4
1769123854,3
1769141718,4
1769348129,3
1769901296,1
1770294460,3
1770343563,27
1770731703,26
1771157315,26
1771219189,32
1772688503,32
1775712047,26
1775849710,5
1775851280,25
1775943149,19
1775943180,32
1775943919,27
1776095644,3
1776181383,3
1776841044,4
1776995566,26
1777068723,32
1777478706,31
1778090762,34
1778633567,25
1780026483,31
1780191854,31
1781993424,4
1782519312,32
1782866501,1
1784026986,35
1784055692,22
1784055695,4
1784671372,31
1784671444,4
1785936382,3
1786323367,4
1786353981,4
1786568411,3
1786693442,3
1788363182,41
1789748512,41
1790450732,3
1791709289,28
1791954043,32
1793643166,32
1795352785,32
1795837974,32
1795855326,42
1795947134,4
1796110891,22
1797393936,19
1797619674,32
1798409382,42
1800174869,4
1800199280,41
1800251570,7
1800419237,3
1800601979,41
1800875436,18
1801302241,32
1801370011,5
1801378313,43
1802842395,41
1803997366,4
1805491533,35
1808935958,32
1808976203,3
1809794305,35
1811613180,4
1813908096,18
1815217712,1
1817385896,4
1817873575,32
1820484798,18
1820974208,3
1821412063,31
1821583943,3
1821619197,35
1822936168,3
1825137031,22
1826044735,3
1826044754,18
1827431832,26
1828065970,4
1973358,3
8597803,5
10451332,42
22729908,4
26548504,32
26640758,35
33803332,27
38046883,3
40094920,25
43097769,35
44535122,4
45676889,2
47174332,32
60422134,31
62801116,1
63592148,28
65756320,26
71071564,32
71702107,31
71772966,3
76484420,41
82999756,32
93700784,3
97593799,27
103409941,27
109433065,26
116821653,25
120038459,26
125287046,3
125750851,32
127754464,2
129103840,7
130684867,4
136694083,19
137894878,32
139065823,26
150426738,26
155898686,5
170516066,1
197440610,27
208328235,41
213443670,2
220245341,27
220675990,41
224279348,32
229084614,2
235688843,31
270151831,32
274367052,32
294469813,21
298279345,3
315969768,5
317820416,32
318004975,3
323499602,27
388085393,25
389845369,3
390407400,3
402221816,3
413262550,3
444298448,3
445784965,41
449478260,35
469269627,4
469435927,22
469474043,4
471236471,4
474159237,3
474181618,27
475608375,35
478858893,3
478859991,22
480898325,31
494602336,4
502218687,4
520639918,26
523960754,32
560812825,41
573990000,32
584304858,3
590732480,5
603406375,22
606728399,26
613176068,3
619899021,3
631305536,3
636496124,32
643487504,32
644226614,6
655188590,27
667387758,41
667398054,2
667402616,26
670074109,18
688509922,26
695684356,4
701349071,26
702200427,4
705495410,32
709871185,31
711309183,42
713510105,2
716214565,34
718962366,3
720378803,3
721929416,5
728180479,31
728694673,3
736242329,3
739350531,32
747146217,32
758135535,3
762726458,1
778672093,32
788050600,31
789084581,1
794664104,42
799059554,3
801170817,3
805105475,3
806235530,26
826965588,1
833019754,31
836039389,41
840472385,3
842102617,20
856274303,32
858485311,32
859159891,4
864666345,2
866907067,32
866908402,3
867418449,26
869681921,25
878069831,31
879085391,31
882460216,4
885142270,35
887564961,3
896685623,3
901276871,25
904576176,26
908019875,32
909813861,32
916167660,28
916326361,3
918012696,35
923555676,42
930968798,31
933459573,31
934852050,37
935435887,18
937892231,3
943478627,34
947834441,32
949585954,32
954773058,32
954856091,1
955022797,4
955036094,27
955115479,3
957622574,26
959073377,42
959076071,1
959076610,32
959173164,3
959174344,3
959177879,26
959446631,26
959685556,35
959685592,3
959685638,27
959685651,3
961713675,25
962966056,26
966785625,31
967790985,3
970328066,32
970438327,32
971411415,41
977129908,7
986210289,19
994602574,25
996944764,3
1005751212,3
1007575311,3
1012238805,3
1017118449,3
1018203121,41
1021285043,25
1021387021,31
1023083119,3
1023217459,4
1023501691,4
1026049384,27
1029189121,31
1032102979,4
1037143252,32
1043154402,4
1049538957,32
1049723911,35
1052811206,26
1058201187,32
1061717496,5
1062393933,26
1069614178,18
1069952231,19
1071651188,32
1072372252,31
1072965951,3
1077442264,41
1084390424,31
1084501035,41
1086268546,26
1087095970,35
1092494239,19
1092811897,3
1093514489,3
1094651386,26
1096445313,32
1097843380,31
1098124608,3
1101850639,31
1101885751,31
1103572854,31
1105329563,4
1108186761,37
1111313218,25
1118425068,31
1122350715,35
1126515570,35
1128451672,32
1133219312,3
1135020565,1
1136235169,22
1137474464,22
1137727059,32
1142066162,26
1142494599,27
1147555288,26
1150549163,1
1153326911,4
1153619101,19
1154575814,27
1154920266,25
1155271903,3
1158348333,32
1158849543,32
1159264250,1
1161113832,26
1161664424,3
1174689933,31
1178470213,3
1179666744,25
1183450780,18
1185819376,32
1189791998,32
1191956121,19
1205738722,4
1205859834,4
1205940046,27
1206293562,31
1206888695,21
1207760208,31
1208983381,35
1211013917,41
1211138302,2
1211969891,32
1212100512,3
1212125926,31
1212195293,26
1212263599,31
1212774798,18
1214717514,4
1215003418,34
1215101302,3
1215108575,1
1216857943,26
1220221533,3
1223183382,31
1227198801,32
1230432890,19
1233559006,5
1233829053,26
1234679841,1
1239749651,31
1240880131,27
1241314660,32
1242526626,26
1243846843,27
1246013376,3
1247706699,35
1247750929,1
1250227361,41
1251523028,32
1251738368,41
1252045020,35
1252105690,32
1261077732,19
1261077832,42
1261262809,41
1261477391,22
1262405851,22
1264750170,41
1266222375,3
1266554014,26
1267318183,1
1267817964,31
1271033030,3
1271369089,3
1277290182,35
1278146839,19
1278593209,32
1280280104,32
1282119388,3
1282119427,3
1282126684,18
1283294390,3
1285648509,31
1286815890,35
1286843971,22
1288037668,21
1288592060,35
1292418964,32
1293500430,4
1295363797,4
1296190973,3
1298563132,25
1299063057,20
1299157845,35
1300706492,3
1300854661,26
1301899741,41
1302039353,31
1302914939,41
1305777600,18
1308197327,41
1308809945,19
1310932428,3
1312843259,32
1315092969,19
1315139490,5
1318425576,3
1321109430,4
1324729540,31
1327613274,27
1328748038,32
1330964684,35
1334184516,26
1336494884,31
1337865534,22
1339506439,31
1340335869,35
1340724542,25
1341636413,3
1347750779,31
1355860241,32
1358478394,3
1358564119,4
1359957638,26
1363547107,3
1366111615,32
1366759219,2
1369781944,27
1370715675,7
1371509332,43
1371546325,32
1379532200,27
1379861794,35
1381712079,3
1382994777,3
1385175396,3
1388609161,27
1391131535,5
1391141993,4
1394090714,27
1398434039,22
1399038201,27
1400042044,3
1402456050,42
1406878990,2
1408391465,19
1410016638,3
1410798983,32
1414205076,34
1414840190,3
1420182165,4
1420908538,3
1422923617,18
1422949509,3
1422989793,27
1425119754,18
1430657926,7
1433962961,35
1434171950,32
1435173087,32
1435780777,26
1435877520,28
1438435256,32
1440392177,32
1443642826,37
1443848070,31
1446582784,2
1446663464,1
1448563481,3
1448711517,2
1449468709,31
1450086243,32
1451575948,42
1451726038,18
1451807511,41
1452765265,3
1454384819,35
1454440326,1
1455516701,27
1455861178,18
1461140786,35
1461144311,27
1463424428,35
1463528644,18
1463576342,4
1464780692,27
1464985223,4
1465907805,26
1465907806,3
1467519979,42
1468890776,42
1470106965,1
1470243790,31
1470323555,27
1470542988,4
1472196010,1
1473628412,1
1474548515,3
1476296373,3
1480230809,3
1482965177,32
1484225830,4
1484851504,3
1486616456,18
1488901254,41
1489690252,3
1490517793,27
1491001199,25
1492207633,25
1492296286,3
1496220622,27
1496463259,32
1498988624,2
1499533539,32
1499642012,42
1499657999,41
1500140320,4
1501038862,25
1505581537,32
1506542021,26
1506597852,31
1506735541,31
1507200866,31
1509052593,3
1510165900,19
1510957057,3
1511754395,27
1512267334,35
1513856051,3
1516252206,4
1517535086,31
1517869885,32
1518815693,2
1518838127,19
1522811782,27
1523223381,27
1527017671,27
1527464313,32
1531615288,27
1532899593,31
1536706639,3
1538684873,3
1540131761,31
1542690098,31
1543162054,31
1543702317,27
1546136018,5
1548057761,1
1548709295,31
1555477900,3
1556114527,27
1558617571,3
1558675339,31
1560352979,27
1561679304,4
1564233485,3
1570627168,31
1572722698,35
1572985606,3
1573863438,32
1573892063,26
1574429275,41
1574664534,27
1575470177,35
1575535033,4
1576352720,26
1581338533,26
1583811796,18
1583931104,31
1586571329,31
1587970227,3
1588121837,31
1589427448,5
1589656735,3
1591038695,26
1591039533,3
1591185415,42
1591906889,25
1595639744,1
1597107005,25
1600002150,18
1600910473,27
1601702701,3
1603640360,3
1603675711,41
1604760065,21
1605390451,3
1606751985,4
1606887867,32
1607174467,3
1609021830,4
1610203471,4
1612444302,4
1614993183,3
1618983521,3
1619059135,27
1622735126,3
1624140044,27
1624676528,22
1625477891,26
1626849781,32
1627474424,4
1629891739,5
1639046137,31
1640658560,31
1642158846,26
1642438716,26
1642446529,3
1642706082,27
1643171319,3
1643978146,35
1644015745,31
1644524163,35
1644918584,2
1647418270,3
1647452165,25
1648399199,25
1649843561,41
1650581324,32
1652809112,2
1654212275,31
1656085582,26
1656393319,31
1656994886,35
1658200547,3
1658676745,41
1660679934,31
1663097182,32
1664839589,3
1668303498,3
1672414254,18
1672863832,3
1672934163,31
1673126683,32
1674329224,4
1674922714,32
1674956497,32
1674956593,31
1676541744,1
1676670190,4
1677431303,20
1677933689,25
1678567743,3
1680462918,31
1680552392,20
1680718847,32
1680726424,32
1681184012,27
1681824844,4
1682171751,7
1683315261,3
1685235073,26
1687592365,26
1687727760,25
1687731275,5
1687949196,1
1688315205,4
1688379121,31
1688622466,26
1688999784,18
1693060406,26
1693093197,41
1693330516,42
1694105870,32
1695216023,27
1695282269,35
1695305677,32
1695561640,3
1700592387,1
1700592865,26
1700624898,3
1700717644,31
1702080260,4
1703348627,31
1703648294,31
1703673826,41
1703700801,31
1704687688,31
1706432244,34
1706907127,22
1706962876,32
1707458031,31
1709598094,18
1712436208,32
1713187645,4
1714093280,32
1714108788,31
1714736075,31
1716846666,32
1719676021,3
1719751160,32
1719751186,42
1721155100,27
1722867960,32
1722905355,2
1725530699,35
1726897481,41
1728444726,27
1729909900,41
1730134170,5
1732666427,37
1734337109,2
1734400477,35
1735128888,41
1735128936,32
1736197105,22
1737517064,5
1738064673,32
1738537903,32
1739804614,3
1740471914,32
1741842436,31
1741843478,1
1743776079,1
1746480502,27
1746609435,3
1747012389,1
1748731348,35
1749177098,3
1749424335,3
1750098638,18
1751475901,4
1752274475,4
1753282947,4
1753583563,34
1754240178,25
1754963448,4
1755897914,18
1755910058,4
1756065972,32
1756614406,35
1756640126,41
1756715635,31
1759548023,5
1759600570,35
1759951575,3
1761042667,25
1761073334,26
1761162735,19
1761451175,32
1761458752,41
1761497126,4
1762400502,32
1762471107,31
1762613209,5
1762684440,32
1762811920,1
1765061166,31
1766205274,3
1769263382,22
1770118997,35
1770125031,3
1770313357,27
1771510866,31
1771769232,12
1773373317,4
1773530307,2
1774245317,3
1774997773,25
1775924749,4
1777430792,4
1777430831,42
1777584765,34
1779116424,35
1779166855,4
1779240198,2
1781305277,32
1782957608,18
1783101026,32
1783576318,31
1784426008,7
1784653892,18
1784915629,4
1784968133,41
1785847905,32
1786152432,4
1786437458,3
1786456525,25
1786848156,3
1788219854,31
1790537817,41
1791036728,31
1791196353,32
1791319078,1
1791373606,32
1792121197,41
1792897412,34
1793169792,18
1795383777,22
1795708648,27
1796402894,4
1797374782,3
1797595898,4
1798316129,32
1798552043,26
1800193428,35
1800243323,32
1800591964,2
1800972608,35
1803153354,32
1803598585,31
1803870216,3
1803929917,2
1804896746,3
1805477137,34
1807455963,42
1808465050,19
1808590480,1
1808594010,32
1811819688,3
1812001770,31
1812491845,31
1812550511,32
1812746826,42
1812859524,32
1816604705,32
1816723678,3
1818017612,42
1818204987,2
1818242626,26
1818267813,27
1819309276,27
1821412075,43
1821517460,35
1821949591,18
1823066025,18
1823085887,27
1823978303,19
1825351035,3
1825663370,26
1825719999,34
1827078082,31
1829581071,3
1829734469,42
6156081,41
9693336,32
14528938,2
36846701,32
54245313,18
59496116,3
69577311,41
74993649,42
86733291,32
93259949,32
96549550,31
104537739,41
110541675,31
111589046,7
118931645,31
120486040,3
121106668,3
122667013,32
125034381,12
125581600,41
125982608,31
127694658,3
136533697,31
149242866,26
165912047,31
169059737,3
206857950,35
214767145,5
219141695,3
227710903,31
228684138,27
241976050,31
244312623,3
247268615,22
270609650,19
282209898,31
302232532,4
304881321,18
307361521,32
311007074,25
319335400,18
320063818,42
323734865,22
341225583,31
342458655,27
363092788,4
365447677,19
373483806,31
375019385,27
381014884,32
383430401,22
390407469,41
396983608,32
417862442,35
418381122,32
421089370,41
421199333,4
422455342,27
422609254,31
442696545,25
445080026,22
460140062,21
465245676,3
465382148,32
468765494,22
474082258,2
474352290,31
475622800,31
483013771,18
484125024,3
487106451,5
497724398,19
505824514,3
517090952,34
537464859,32
558679706,3
573457645,3
577043498,3
578002902,2
590639771,5
596187746,1
597162356,26
599344848,32
611617398,32
615792813,5
619423395,4
628017948,31
629991873,31
631205206,41
631225802,27
631303443,32
631362162,35
631427645,32
631918809,32
635217627,32
640746627,35
641551639,34
647101026,31
649760581,3
664867038,31
670063523,35
672559530,3
673877710,3
677480589,3
677698456,32
678989118,42
679755998,4
680920318,4
685890019,41
687495471,31
688886875,35
699012617,3
699310298,32
701018025,4
702211261,18
702964815,32
705267797,41
705823055,1
709631045,26
719493595,41
727695657,4
728451200,35
729248502,26
733557299,32
734500845,31
735284895,31
742026035,31
749216660,32
752185287,3
752197111,3
755429350,3
757430882,3
764133672,22
766421842,1
773519596,3
795669129,31
803520693,32
806666702,32
809359011,41
811457962,32
817519454,3
821238172,32
821370643,34
822843186,3
838974470,18
838976221,3
838976287,1
845004878,4
848372683,31
851061715,19
851961815,27
856109503,31
860490129,32
875105136,4
878105430,35
879561674,32
879698587,27
880131118,3
887563752,32
896784910,1
900508555,31
910347954,31
914468307,1
915963235,35
916000344,4
917126578,4
920203878,32
921372525,22
927337050,32
927384023,4
928904521,19
929009332,42
933899890,31
944119559,3
947834452,32
954087579,34
954771577,3
959174370,2
959448912,4
959449739,18
959722814,41
959725749,2
969340539,41
970369023,42
971129101,26
973336234,4
975147039,27
975567899,5
977568385,31
981338958,31
986755595,3
988585064,34
989639829,41
992040919,2
993167824,3
999328290,42
1003000574,2
1005394320,31
1016112741,3
1018203114,42
1021313734,32
1024322969,4
1024960666,26
1029154880,37
1029427466,27
1029673227,3
1030784978,32
1035957174,1
1037990592,32
1040740094,3
1043235560,2
1043242456,2
1047313906,3
1048288223,4
1049719799,3
1049737203,22
1052207840,26
1056848910,42
1058537319,35
1066035496,3
1066866048,2
1070162928,32
1075003787,32
1075478812,25
1077100622,4
1080604145,2
1086766089,41
1087649338,37
1092386009,25
1093551446,35
1095009772,41
1096637629,27
1097425038,19
1097648458,1
1097760179,25
1097881028,32
1098134727,18
1099105769,3
1099177743,4
1103101477,41
1105326442,31
1107860519,35
1116478162,18
1118430138,4
1124243321,3
1124249134,27
1133897350,27
1136987287,3
1137484972,32
1138054810,32
1139313948,3
1139487862,22
1141543231,32
1141826463,1
1142065486,27
1143388211,31
1145638474,42
1147588092,32
1149261798,3
1152531395,4
1155272021,3
1158736445,31
1159299258,18
1161511370,41
1161512720,26
1162484497,3
1166723172,3
1166848806,32
1168557491,20
1168870050,18
1169592123,31
1170062499,32
1174731633,26
1175671618,42
1178154989,31
1178948008,5
1179748952,31
1190823763,18
1200501881,25
1204504827,3
1205791546,4
1205829758,32
1205915655,32
1206104489,4
1207756941,3
1209069006,25
1210592724,2
1212130831,35
1212132385,3
1212188199,27
1212195195,35
1214375281,3
1215101341,3
1217134069,22
1220649313,32
1222612164,31
1222888230,35
1229067176,35
1232021481,26
1232965344,22
1233012804,18
1234679947,32
1234682447,43
1235007962,4
1238123958,42
1241724520,31
1242018667,26
1245332518,35
1247327503,4
1247781380,32
1252827259,3
1253231571,19
1259761271,3
1260989122,26
1262216413,25
1262434232,32
1264671200,41
1264685135,32
1265175150,35
1268826028,43
1269397201,32
